Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;Libell_d_acheminement;coordonnees_gps
14281;FORMIGNY LA BATAILLE;14710;ECRAMMEVILLE;FORMIGNY LA BATAILLE;FORMIGNY LA BATAILLE;49.3358463072,-0.896417546016
14281;FORMIGNY LA BATAILLE;14710;FORMIGNY;FORMIGNY LA BATAILLE;FORMIGNY LA BATAILLE;49.3358463072,-0.896417546016
14283;FOURCHES;14620;;FOURCHES;FOURCHES;48.8585273495,-0.0742432451781
14284;FOURNEAUX LE VAL;14700;;FOURNEAUX LE VAL;FOURNEAUX LE VAL;48.8625465885,-0.269829926137
14285;LE FOURNET;14340;;LE FOURNET;LE FOURNET;49.2002891187,0.111722528216
14289;FRESNE LA MERE;14700;;FRESNE LA MERE;FRESNE LA MERE;48.8880480669,-0.125057878602
14303;GLOS;14100;;GLOS;GLOS;49.1247880255,0.28133061061
14319;GRENTHEVILLE;14540;;GRENTHEVILLE;GRENTHEVILLE;49.1460180153,-0.293578977625
14325;HERMANVILLE SUR MER;14880;;HERMANVILLE SUR MER;HERMANVILLE SUR MER;49.2832471592,-0.32297738333
14342;ISIGNY SUR MER;14230;;ISIGNY SUR MER;ISIGNY SUR MER;49.305761488,-1.10256916512
14342;ISIGNY SUR MER;14230;VOUILLY;ISIGNY SUR MER;ISIGNY SUR MER;49.305761488,-1.10256916512
14349;LAIZE CLINCHAMPS;14320;LAIZE LA VILLE;LAIZE CLINCHAMPS;LAIZE CLINCHAMPS;49.0801189772,-0.380625006843
14354;LANGRUNE SUR MER;14830;;LANGRUNE SUR MER;LANGRUNE SUR MER;49.3129812752,-0.378266023421
14355;PONTS SUR SEULLES;14480;AMBLIE;PONTS SUR SEULLES;PONTS SUR SEULLES;49.2671813698,-0.516107321362
14357;TERRES DE DRUANCE;14770;LASSY;TERRES DE DRUANCE;TERRES DE DRUANCE;48.9136477151,-0.684142611751
14357;TERRES DE DRUANCE;14770;ST VIGOR DES MEZERETS;TERRES DE DRUANCE;TERRES DE DRUANCE;48.9136477151,-0.684142611751
14364;LINGEVRES;14250;;LINGEVRES;LINGEVRES;49.1732681991,-0.674509816697
14365;LION SUR MER;14780;;LION SUR MER;LION SUR MER;49.3007695684,-0.333954811691
14369;LITTEAU;14490;;LITTEAU;LITTEAU;49.1530752731,-0.909894193512
14371;LIVAROT PAYS D AUGE;14140;BELLOU;LIVAROT PAYS D AUGE;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14371;LIVAROT PAYS D AUGE;14140;LIVAROT;LIVAROT PAYS D AUGE;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14371;LIVAROT PAYS D AUGE;14140;ST MARTIN DU MESNIL OURY;LIVAROT PAYS D AUGE;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14371;LIVAROT PAYS D AUGE;14140;ST MICHEL DE LIVET;LIVAROT PAYS D AUGE;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14371;LIVAROT PAYS D AUGE;14290;FAMILLY;LIVAROT PAYS D AUGE;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14384;LUC SUR MER;14530;;LUC SUR MER;LUC SUR MER;49.3085348418,-0.357463109618
14393;MAIZET;14210;;MAIZET;MAIZET;49.0754358384,-0.454171502367
14398;MANERBE;14340;;MANERBE;MANERBE;49.1784066008,0.143884808036
14401;MANVIEUX;14117;;MANVIEUX;MANVIEUX;49.337721845,-0.658662548383
14410;MERY BISSIERES EN AUGE;14370;MERY CORBON;MERY BISSIERES EN AUGE;MERY BISSIERES EN AUGE;49.1315507489,-0.0746479739995
14412;LE MESNIL AU GRAIN;14260;;LE MESNIL AU GRAIN;LE MESNIL AU GRAIN;49.0467992669,-0.606121307613
14424;LE MESNIL ROBERT;14380;;LE MESNIL ROBERT;LE MESNIL ROBERT;48.8801018014,-0.972914180513
14427;LE MESNIL VILLEMENT;14690;;LE MESNIL VILLEMENT;LE MESNIL VILLEMENT;48.8563899917,-0.376578654979
14431;MEZIDON VALLEE D AUGE;14140;GRANDCHAMP LE CHATEAU;MEZIDON VALLEE D AUGE;MEZIDON VALLEE D AUGE;49.0784400196,-0.0740245515937
14431;MEZIDON VALLEE D AUGE;14140;ST JULIEN LE FAUCON;MEZIDON VALLEE D AUGE;MEZIDON VALLEE D AUGE;49.0784400196,-0.0740245515937
14431;MEZIDON VALLEE D AUGE;14270;LE MESNIL MAUGER;MEZIDON VALLEE D AUGE;MEZIDON VALLEE D AUGE;49.0784400196,-0.0740245515937
14431;MEZIDON VALLEE D AUGE;14270;PERCY EN AUGE;MEZIDON VALLEE D AUGE;MEZIDON VALLEE D AUGE;49.0784400196,-0.0740245515937
14431;MEZIDON VALLEE D AUGE;14270;STE MARIE AUX ANGLAIS;MEZIDON VALLEE D AUGE;MEZIDON VALLEE D AUGE;49.0784400196,-0.0740245515937
14431;MEZIDON VALLEE D AUGE;14370;CROISSANVILLE;MEZIDON VALLEE D AUGE;MEZIDON VALLEE D AUGE;49.0784400196,-0.0740245515937
14435;LES MONCEAUX;14100;;LES MONCEAUX;LES MONCEAUX;49.1107163291,0.130234447551
14448;MONTREUIL EN AUGE;14340;;MONTREUIL EN AUGE;MONTREUIL EN AUGE;49.1674447526,0.0706436457965
14449;MONTS EN BESSIN;14310;;MONTS EN BESSIN;MONTS EN BESSIN;49.121907033,-0.611431669802
14452;MORTEAUX COULIBOEUF;14620;;MORTEAUX COULIBOEUF;MORTEAUX COULIBOEUF;48.9239845756,-0.081385727774
14454;MOUEN;14790;;MOUEN;MOUEN;49.1498499035,-0.488405654437
14456;MOULT CHICHEBOVILLE;14370;CHICHEBOVILLE;MOULT CHICHEBOVILLE;MOULT CHICHEBOVILLE;49.1127187184,-0.165293838791
14461;MUTRECY;14220;;MUTRECY;MUTRECY;49.064377424,-0.422482448584
14468;NORON LA POTERIE;14490;;NORON LA POTERIE;NORON LA POTERIE;49.2239444771,-0.775339384776
14469;NORREY EN AUGE;14620;;NORREY EN AUGE;NORREY EN AUGE;48.9134999987,-0.015141118433
14491;PARFOURU SUR ODON;14310;;PARFOURU SUR ODON;PARFOURU SUR ODON;49.0889824331,-0.608826965285
14494;PERIERS EN AUGE;14160;;PERIERS EN AUGE;PERIERS EN AUGE;49.2645646622,-0.094148558043
14499;PETIVILLE;14390;;PETIVILLE;PETIVILLE;49.242349527,-0.168464037407
14506;PLANQUERY;14490;;PLANQUERY;PLANQUERY;49.1624080403,-0.826461213535
14514;PONT L EVEQUE;14130;;PONT L EVEQUE;PONT L EVEQUE;49.2805619214,0.187666368193
14527;BELLE VIE EN AUGE;14270;BIEVILLE QUETIEVILLE;BELLE VIE EN AUGE;BELLE VIE EN AUGE;49.116121463,-0.0357079622156
14531;RAPILLY;14690;;RAPILLY;RAPILLY;48.8569781675,-0.343804758393
14546;ROUVRES;14190;;ROUVRES;ROUVRES;49.0036507919,-0.186702872571
14554;LE CASTELET;14540;ST AIGNAN DE CRAMESNIL;LE CASTELET;LE CASTELET;49.0816169321,-0.286022666698
14565;ST COME DE FRESNE;14960;;ST COME DE FRESNE;ST COME DE FRESNE;49.3265345546,-0.602210066475
14570;VALORBIQUET;14290;ST PIERRE DE MAILLOC;VALORBIQUET;VALORBIQUET;49.0508380133,0.301847275517
14586;ST GERMAIN DU PERT;14230;;ST GERMAIN DU PERT;ST GERMAIN DU PERT;49.3303064004,-1.04253735344
14593;ST HYMER;14130;;ST HYMER;ST HYMER;49.2432932718,0.167395984438
14621;ST MARTIN DE BIENFAITE LA CRESSONNIERE;14290;LA CRESSONNIERE;ST MARTIN BIENFAITE CRESSONNIERE;ST MARTIN BIENFAITE CRESSONNIERE;49.0328920711,0.352774402255
14650;ST PIERRE DU FRESNE;14260;;ST PIERRE DU FRESNE;ST PIERRE DU FRESNE;49.0341253514,-0.765926909139
14652;ST PIERRE DU MONT;14450;;ST PIERRE DU MONT;ST PIERRE DU MONT;49.3811236375,-0.975198693862
14654;ST PIERRE EN AUGE;14140;ST GEORGES EN AUGE;ST PIERRE EN AUGE;ST PIERRE EN AUGE;49.0158504483,-0.0407749520168
14654;ST PIERRE EN AUGE;14170;GRANDMESNIL;ST PIERRE EN AUGE;ST PIERRE EN AUGE;49.0158504483,-0.0407749520168
14654;ST PIERRE EN AUGE;14170;VAUDELOGES;ST PIERRE EN AUGE;ST PIERRE EN AUGE;49.0158504483,-0.0407749520168
14658;NOUES DE SIENNE;14380;FONTENERMONT;NOUES DE SIENNE;NOUES DE SIENNE;48.8217597918,-1.04661139436
14658;NOUES DE SIENNE;14380;LE GAST;NOUES DE SIENNE;NOUES DE SIENNE;48.8217597918,-1.04661139436
14658;NOUES DE SIENNE;14380;LE MESNIL BENOIST;NOUES DE SIENNE;NOUES DE SIENNE;48.8217597918,-1.04661139436
14658;NOUES DE SIENNE;14380;LE MESNIL CAUSSOIS;NOUES DE SIENNE;NOUES DE SIENNE;48.8217597918,-1.04661139436
14658;NOUES DE SIENNE;14380;SEPT FRERES;NOUES DE SIENNE;NOUES DE SIENNE;48.8217597918,-1.04661139436
14660;ST VAAST EN AUGE;14640;;ST VAAST EN AUGE;ST VAAST EN AUGE;49.2905834736,0.0023023759062
14667;SAON;14330;;SAON;SAON;49.2713788041,-0.863001782916
14672;VAL DE DROME;14350;DAMPIERRE;VAL DE DROME;VAL DE DROME;49.0662712858,-0.837770438371
14675;SOLIERS;14540;;SOLIERS;SOLIERS;49.1315274797,-0.287622280265
14689;LE HOM;14220;CAUMONT SUR ORNE;LE HOM;LE HOM;48.9864514562,-0.485109067102
14689;LE HOM;14220;CURCY SUR ORNE;LE HOM;LE HOM;48.9864514562,-0.485109067102
14699;TOUQUES;14800;;TOUQUES;TOUQUES;49.353602734,0.112669944999
14705;TOURNIERES;14330;;TOURNIERES;TOURNIERES;49.2304665973,-0.937851101881
14707;TOURVILLE SUR ODON;14210;;TOURVILLE SUR ODON;TOURVILLE SUR ODON;49.1370651902,-0.500682712982
14708;TRACY BOCAGE;14310;;TRACY BOCAGE;TRACY BOCAGE;49.0726320347,-0.689428412856
14726;VALDALLIERE;14410;ESTRY;VALDALLIERE;VALDALLIERE;48.8636010778,-0.658303472061
14726;VALDALLIERE;14410;VASSY;VALDALLIERE;VALDALLIERE;48.8636010778,-0.658303472061
14731;VAUVILLE;14800;;VAUVILLE;VAUVILLE;49.308998288,0.05853051607
14738;VERSON;14790;;VERSON;VERSON;49.1637623946,-0.463308814178
14742;VICQUES;14170;;VICQUES;VICQUES;48.953167057,-0.0742489726679
14759;VILLY LEZ FALAISE;14700;;VILLY LEZ FALAISE;VILLY LEZ FALAISE;48.9003361872,-0.136145311949
14762;VIRE NORMANDIE;14500;TRUTTEMER LE PETIT;VIRE NORMANDIE;VIRE NORMANDIE;48.8512498219,-0.889601911342
15002;ALLEUZE;15100;;ALLEUZE;ALLEUZE;44.9602873313,3.09831933936
15005;ANGLARDS DE ST FLOUR;15100;;ANGLARDS DE ST FLOUR;ANGLARDS DE ST FLOUR;44.9887543021,3.15851184449
15029;CASSANIOUZE;15340;;CASSANIOUZE;CASSANIOUZE;44.673900395,2.38094248357
15034;CHALIERS;15320;;CHALIERS;CHALIERS;44.9701617114,3.23790370512
15040;CHANTERELLE;15190;;CHANTERELLE;CHANTERELLE;45.3772414628,2.83331975255
15042;LA CHAPELLE LAURENT;15500;;LA CHAPELLE LAURENT;LA CHAPELLE LAURENT;45.1837226378,3.24249081953
15053;COLTINES;15170;;COLTINES;COLTINES;45.0930970766,2.9967659946
15061;DIENNE;15300;;DIENNE;DIENNE;45.1652515543,2.8073654716
15064;ESCORAILLES;15700;;ESCORAILLES;ESCORAILLES;45.1690574549,2.33215850964
15065;ESPINASSE;15110;;ESPINASSE;ESPINASSE;44.869517892,2.93031023884
15066;LE FALGOUX;15380;;LE FALGOUX;LE FALGOUX;45.1449310681,2.6388267484
15070;FONTANGES;15140;;FONTANGES;FONTANGES;45.1090707389,2.51731759077
15075;GIRGOLS;15310;;GIRGOLS;GIRGOLS;45.0493144178,2.52185538424
15078;JABRUN;15110;;JABRUN;JABRUN;44.793937351,2.96316583017
15086;LACAPELLE BARRES;15230;;LACAPELLE BARRES;LACAPELLE BARRES;44.9504311526,2.72347580122
15090;LAFEUILLADE EN VEZIE;15130;;LAFEUILLADE EN VEZIE;LAFEUILLADE EN VEZIE;44.7932691483,2.44817059954
15093;LAPEYRUGUE;15120;;LAPEYRUGUE;LAPEYRUGUE;44.7296807893,2.53384738931
15098;LAURIE;15500;;LAURIE;LAURIE;45.2848648325,3.08243685205
15102;LAVIGERIE;15300;;LAVIGERIE;LAVIGERIE;45.1256103713,2.732545
15106;LIEUTADES;15110;;LIEUTADES;LIEUTADES;44.8309397731,2.89836316505
15108;VAL D ARCOMIE;15320;FAVEROLLES;VAL D ARCOMIE;VAL D ARCOMIE;44.9384891268,3.20556437292
15108;VAL D ARCOMIE;15320;ST JUST;VAL D ARCOMIE;VAL D ARCOMIE;44.9384891268,3.20556437292
15108;VAL D ARCOMIE;15320;ST MARC;VAL D ARCOMIE;VAL D ARCOMIE;44.9384891268,3.20556437292
15112;MALBO;15230;;MALBO;MALBO;44.9805509198,2.752942179
15113;MANDAILLES ST JULIEN;15590;ST JULIEN DE JORDANNE;MANDAILLES ST JULIEN;MANDAILLES ST JULIEN;45.0776793977,2.66430120889
15114;MARCENAT;15190;;MARCENAT;MARCENAT;45.3162875719,2.85577542136
15118;MARMANHAC;15250;;MARMANHAC;MARMANHAC;45.0074931721,2.47840612613
15119;MASSIAC;15500;;MASSIAC;MASSIAC;45.2454117687,3.19978709447
15128;LA MONSELIE;15240;;LA MONSELIE;LA MONSELIE;45.321229006,2.55132616965
15133;MONTMURAT;15600;;MONTMURAT;MONTMURAT;44.6310973852,2.2008554498
15138;MURAT;15300;;MURAT;MURAT;45.1111408605,2.86065494152
15138;MURAT;15300;CHASTEL SUR MURAT;MURAT;MURAT;45.1111408605,2.86065494152
15140;NAUCELLES;15250;;NAUCELLES;NAUCELLES;44.952486045,2.42117716236
15142;NEUVEGLISE SUR TRUYERE;15100;SERIERS;NEUVEGLISE SUR TRUYERE;NEUVEGLISE SUR TRUYERE;44.9309902257,2.97942663368
15146;PAILHEROLS;15800;;PAILHEROLS;PAILHEROLS;44.9569851027,2.704502835
15148;PAULHAC;15430;;PAULHAC;PAULHAC;45.0202868074,2.88735170231
15151;PEYRUSSE;15170;;PEYRUSSE;PEYRUSSE;45.2109595955,3.03006287758
15157;QUEZAC;15600;;QUEZAC;QUEZAC;44.7584182677,2.18352283274
15163;ROANNES ST MARY;15220;;ROANNES ST MARY;ROANNES ST MARY;44.8450017276,2.39860201238
15164;ROFFIAC;15100;;ROFFIAC;ROFFIAC;45.04821174,3.01633980652
15170;ST AMANDIN;15190;;ST AMANDIN;ST AMANDIN;45.3284028896,2.70800428863
15180;ST CLEMENT;15800;;ST CLEMENT;ST CLEMENT;44.9753617677,2.6760260238
15181;ST CONSTANT FOURNOULES;15600;FOURNOULES;ST CONSTANT FOURNOULES;ST CONSTANT FOURNOULES;44.6885284522,2.24626593038
15181;ST CONSTANT FOURNOULES;15600;ST CONSTANT;ST CONSTANT FOURNOULES;ST CONSTANT FOURNOULES;44.6885284522,2.24626593038
15184;ST ETIENNE DE MAURS;15600;;ST ETIENNE DE MAURS;ST ETIENNE DE MAURS;44.7216425562,2.22943690133
15194;ST JULIEN DE TOURSAC;15600;;ST JULIEN DE TOURSAC;ST JULIEN DE TOURSAC;44.7745665182,2.20161181896
15207;ST PONCY;15500;;ST PONCY;ST PONCY;45.1594604904,3.19462037388
15211;ST SANTIN CANTALES;15150;;ST SANTIN CANTALES;ST SANTIN CANTALES;45.0207379963,2.23474554785
15213;ST SATURNIN;15190;;ST SATURNIN;ST SATURNIN;45.2334692107,2.79417752257
15221;SANSAC DE MARMIESSE;15130;;SANSAC DE MARMIESSE;SANSAC DE MARMIESSE;44.8902213985,2.34319236958
15223;SAUVAT;15240;;SAUVAT;SAUVAT;45.3075112596,2.44172378671
15225;SEGUR LES VILLAS;15300;;SEGUR LES VILLAS;SEGUR LES VILLAS;45.2080545733,2.82298394403
15230;SOURNIAC;15200;;SOURNIAC;SOURNIAC;45.2752903351,2.33484723544
15236;THIEZAC;15800;;THIEZAC;THIEZAC;45.0180519173,2.6624257459
15240;TREMOUILLE;15270;;TREMOUILLE;TREMOUILLE;45.3852208463,2.67025702101
15242;LE TRIOULOU;15600;;LE TRIOULOU;LE TRIOULOU;44.671238319,2.19126428388
15243;TRIZAC;15400;;TRIZAC;TRIZAC;45.2442328606,2.5444240314
15245;VABRES;15100;;VABRES;VABRES;45.0375713324,3.19551902127
15248;VALUEJOLS;15300;;VALUEJOLS;VALUEJOLS;45.0532332221,2.90711082999
15258;VIC SUR CERE;15800;;VIC SUR CERE;VIC SUR CERE;44.9716667765,2.62023551236
15260;VIEILLEVIE;15120;;VIEILLEVIE;VIEILLEVIE;44.6519777769,2.43471765124
15262;VILLEDIEU;15100;;VILLEDIEU;VILLEDIEU;44.9971827746,3.05455428908
15266;YOLET;15130;;YOLET;YOLET;44.9307481726,2.5382689478
16002;LES ADJOTS;16700;;LES ADJOTS;LES ADJOTS;46.0787550512,0.203143435799
16014;ANGEDUC;16300;;ANGEDUC;ANGEDUC;45.4783133378,-0.0552960913383
16018;ARS;16130;;ARS;ARS;45.6370134609,-0.402334253854
16023;AUNAC SUR CHARENTE;16460;BAYERS;AUNAC SUR CHARENTE;AUNAC SUR CHARENTE;45.9151202066,0.255788080504
16029;BARDENAC;16210;;BARDENAC;BARDENAC;45.3005902681,-0.0148493213262
16035;BEAULIEU SUR SONNETTE;16450;;BEAULIEU SUR SONNETTE;BEAULIEU SUR SONNETTE;45.9272378764,0.372798156825
16036;BECHERESSE;16250;;BECHERESSE;BECHERESSE;45.5015198955,0.0786797939692
16040;BERNEUIL;16480;;BERNEUIL;BERNEUIL;45.3908685702,-0.0668741248054
16042;BESSE;16140;;BESSE;BESSE;45.9581333221,0.0818571588343
16046;COTEAUX DU BLANZACAIS;16250;BLANZAC PORCHERESSE;COTEAUX DU BLANZACAIS;COTEAUX DU BLANZACAIS;45.4714654807,0.0236302142689
16046;COTEAUX DU BLANZACAIS;16250;CRESSAC ST GENIS;COTEAUX DU BLANZACAIS;COTEAUX DU BLANZACAIS;45.4714654807,0.0236302142689
16052;BORS DE MONTMOREAU;16190;;BORS DE MONTMOREAU;BORS DE MONTMOREAU;45.3401040524,0.147879846098
16053;BORS DE BAIGNES;16360;;BORS DE BAIGNES;BORS DE BAIGNES;45.3263203716,-0.199610560993
16054;LE BOUCHAGE;16350;;LE BOUCHAGE;LE BOUCHAGE;46.0493103798,0.376687406962
16060;BREVILLE;16370;;BREVILLE;BREVILLE;45.7891537145,-0.274845145483
16062;BRIE SOUS BARBEZIEUX;16300;;BRIE SOUS BARBEZIEUX;BRIE SOUS BARBEZIEUX;45.4238677604,-0.0407675127777
16063;BRIE SOUS CHALAIS;16210;;BRIE SOUS CHALAIS;BRIE SOUS CHALAIS;45.3203360527,0.0123563993642
16069;CELLETTES;16230;;CELLETTES;CELLETTES;45.8643336097,0.145594673488
16073;CHALAIS;16210;SERIGNAC;CHALAIS;CHALAIS;45.2739548684,0.0385508867289
16077;CHAMPMILLON;16290;;CHAMPMILLON;CHAMPMILLON;45.6471775425,0.00523666300318
16079;CHANTILLAC;16360;;CHANTILLAC;CHANTILLAC;45.3264411162,-0.255453791343
16085;CHASSENEUIL SUR BONNIEURE;16260;;CHASSENEUIL SUR BONNIEURE;CHASSENEUIL SUR BONNIEURE;45.8243471539,0.441043431658
16087;CHASSIECQ;16350;;CHASSIECQ;CHASSIECQ;45.9509527297,0.368543478454
16093;CHAZELLES;16380;;CHAZELLES;CHAZELLES;45.6453528845,0.364874391871
16096;CHERVES CHATELARS;16310;;CHERVES CHATELARS;CHERVES CHATELARS;45.8106961072,0.554054470604
16106;CONFOLENS;16500;ST GERMAIN DE CONFOLENS;CONFOLENS;CONFOLENS;46.0191386034,0.658522279035
16108;COULONGES;16330;;COULONGES;COULONGES;45.8376302744,0.0898755953494
16110;COURCOME;16240;;COURCOME;COURCOME;45.9857430952,0.133351057987
16138;FLEAC;16730;;FLEAC;FLEAC;45.6757321488,0.0883493158258
16141;FONTENILLE;16230;;FONTENILLE;FONTENILLE;45.9129011037,0.174854978046
16147;GARDES LE PONTAROUX;16320;;GARDES LE PONTAROUX;GARDES LE PONTAROUX;45.5102605309,0.309516332026
16160;GUIMPS;16300;;GUIMPS;GUIMPS;45.465898134,-0.254673070491
16162;GURAT;16320;;GURAT;GURAT;45.4358693402,0.265230281525
16182;LESTERPS;16420;;LESTERPS;LESTERPS;46.012245179,0.791766541587
16183;LESIGNAC DURAND;16310;;LESIGNAC DURAND;LESIGNAC DURAND;45.8150582723,0.6446900761
16192;TERRES DE HAUTE CHARENTE;16270;ROUMAZIERES LOUBERT;TERRES DE HAUTE CHARENTE;TERRES DE HAUTE CHARENTE;45.9100102437,0.573121657498
16193;LOUZAC ST ANDRE;16100;ST ANDRE;LOUZAC ST ANDRE;LOUZAC ST ANDRE;45.7237365822,-0.39737034952
16211;MARTHON;16380;;MARTHON;MARTHON;45.6171874581,0.445486850648
16212;MASSIGNAC;16310;;MASSIGNAC;MASSIGNAC;45.77722919,0.656859261312
16239;MOUZON;16310;;MOUZON;MOUZON;45.7954811744,0.611080409863
16242;NANTEUIL EN VALLEE;16700;;NANTEUIL EN VALLEE;NANTEUIL EN VALLEE;46.0061029111,0.32369225522
16249;ORADOUR FANAIS;16500;;ORADOUR FANAIS;ORADOUR FANAIS;46.1149553879,0.782507477296
16253;PAIZAY NAUDOUIN EMBOURIE;16240;EMBOURIE;PAIZAY NAUDOUIN EMBOURIE;PAIZAY NAUDOUIN EMBOURIE;46.0339157698,0.00154860718916
16263;PLASSAC ROUFFIAC;16250;;PLASSAC ROUFFIAC;PLASSAC ROUFFIAC;45.5245837373,0.0763918850702
16270;PRESSIGNAC;16150;;PRESSIGNAC;PRESSIGNAC;45.8193617706,0.739906904422
16277;REPARSAC;16200;;REPARSAC;REPARSAC;45.7367542144,-0.249443713353
16282;LA ROCHETTE;16110;;LA ROCHETTE;LA ROCHETTE;45.7979119983,0.310269933524
16293;ST ADJUTORY;16310;;ST ADJUTORY;ST ADJUTORY;45.7687840494,0.478102533662
16298;ST AMANT DE NOUERE;16170;;ST AMANT DE NOUERE;ST AMANT DE NOUERE;45.7363123323,-0.00546098740035
16304;ST BRICE;16100;;ST BRICE;ST BRICE;45.6902103203,-0.264553424103
16312;ST CYBARDEAUX;16170;;ST CYBARDEAUX;ST CYBARDEAUX;45.7726989644,-0.0255477893935
16316;ST FORT SUR LE NE;16130;;ST FORT SUR LE NE;ST FORT SUR LE NE;45.5831748847,-0.303510624665
16318;ST FRONT;16460;;ST FRONT;ST FRONT;45.8962473577,0.281694716965
16329;ST LAURENT DE CERIS;16450;;ST LAURENT DE CERIS;ST LAURENT DE CERIS;45.9432646636,0.49869730659
16339;VAL D AUGE;16170;AUGE ST MEDARD;VAL D AUGE;VAL D AUGE;45.8511416602,-0.0872262855566
16341;ST MICHEL;16470;;ST MICHEL;ST MICHEL;45.6398574836,0.110389548668
16342;ST PALAIS DU NE;16300;;ST PALAIS DU NE;ST PALAIS DU NE;45.5408910376,-0.28660127584
16348;ST SATURNIN;16290;;ST SATURNIN;ST SATURNIN;45.6676447323,0.0400326832597
16359;SALLES D ANGLES;16130;;SALLES D ANGLES;SALLES D ANGLES;45.6192884058,-0.344548280548
16380;LE TATRE;16360;;LE TATRE;LE TATRE;45.3977502437,-0.200743802609
16381;THEIL RABIER;16240;;THEIL RABIER;THEIL RABIER;46.0558979641,0.044130741302
16384;TOUVERAC;16360;;TOUVERAC;TOUVERAC;45.3740871149,-0.201503841604
16387;TRIAC LAUTRAIT;16200;;TRIAC LAUTRAIT;TRIAC LAUTRAIT;45.6828749184,-0.115750657737
16394;VAUX LAVALETTE;16320;;VAUX LAVALETTE;VAUX LAVALETTE;45.4166039956,0.240652397324
16403;LE VIEUX CERIER;16350;;LE VIEUX CERIER;LE VIEUX CERIER;45.9701910018,0.447706258418
16406;MOULINS SUR TARDOIRE;16110;RANCOGNE;MOULINS SUR TARDOIRE;MOULINS SUR TARDOIRE;45.6749371405,0.413690557733
16424;YVIERS;16210;;YVIERS;YVIERS;45.2735939808,-0.0246156679485
17002;AGUDELLE;17500;;AGUDELLE;AGUDELLE;45.3822931603,-0.469634235538
17005;ALLAS BOCAGE;17150;;ALLAS BOCAGE;ALLAS BOCAGE;45.3827600659,-0.497845683209
17025;AUMAGNE;17770;CHAGNON;AUMAGNE;AUMAGNE;45.880093124,-0.411702053139
17026;AUTHON EBEON;17770;EBEON;AUTHON EBEON;AUTHON EBEON;45.8418838316,-0.426249552572
17027;AVY;17800;;AVY;AVY;45.5514357432,-0.508678091517
17038;BEDENAC;17210;;BEDENAC;BEDENAC;45.1855001238,-0.31284209172
17041;BENON;17170;;BENON;BENON;46.1994730581,-0.797193296126
17042;BERCLOUX;17770;;BERCLOUX;BERCLOUX;45.8393523202,-0.459046739442
17048;BLANZAC LES MATHA;17160;;BLANZAC LES MATHA;BLANZAC LES MATHA;45.8719666521,-0.354451050762
17053;BORDS;17430;;BORDS;BORDS;45.8953761527,-0.785050392193
17055;BOSCAMNANT;17360;;BOSCAMNANT;BOSCAMNANT;45.1918411913,-0.0719487146419
17059;BOURGNEUF;17220;;BOURGNEUF;BOURGNEUF;46.1681538525,-1.02181156322
17066;BRIE SOUS ARCHIAC;17520;;BRIE SOUS ARCHIAC;BRIE SOUS ARCHIAC;45.4750262399,-0.300808640902
17069;BRIVES SUR CHARENTE;17800;;BRIVES SUR CHARENTE;BRIVES SUR CHARENTE;45.6665031177,-0.455953367996
17085;CHAMPDOLENT;17430;;CHAMPDOLENT;CHAMPDOLENT;45.9141109921,-0.777335359216
17089;LA CHAPELLE DES POTS;17100;;LA CHAPELLE DES POTS;LA CHAPELLE DES POTS;45.7644455528,-0.534261419507
17096;CHAUNAC;17130;;CHAUNAC;CHAUNAC;45.3568170486,-0.359382651655
17110;CLERAC;17270;;CLERAC;CLERAC;45.170720294,-0.234166115218
17119;CORME ECLUSE;17600;;CORME ECLUSE;CORME ECLUSE;45.6322589932,-0.864025818728
17120;CORME ROYAL;17600;;CORME ROYAL;CORME ROYAL;45.7457848259,-0.809484393759
17122;COULONGES;17800;;COULONGES;COULONGES;45.6088801122,-0.428936735857
17124;COURANT;17330;;COURANT;COURANT;46.0375312829,-0.587834905531
17132;CRAMCHABAN;17170;;CRAMCHABAN;CRAMCHABAN;46.2148052495,-0.718162593168
17135;CRESSE;17160;;CRESSE;CRESSE;45.916026224,-0.212186175866
17142;DOMPIERRE SUR MER;17139;CHAGNOLET;DOMPIERRE SUR MER;DOMPIERRE SUR MER;46.1840946232,-1.06784317719
17150;LES EGLISES D ARGENTEUIL;17400;;LES EGLISES D ARGENTEUIL;LES EGLISES D ARGENTEUIL;45.978753015,-0.424376314206
17152;EPARGNES;17120;;EPARGNES;EPARGNES;45.5457212602,-0.795992154585
17153;ESNANDES;17137;;ESNANDES;ESNANDES;46.2481463868,-1.11394343673
17156;EXPIREMONT;17130;;EXPIREMONT;EXPIREMONT;45.3325890247,-0.374711458705
17160;FLOIRAC;17240;ST ROMAIN SUR GIRONDE;FLOIRAC;FLOIRAC;45.4763669964,-0.747580624551
17171;GEAY;17250;;GEAY;GEAY;45.8619856256,-0.756393438538
17174;GENOUILLE;17430;;GENOUILLE;GENOUILLE;46.0190321633,-0.782334091478
17177;LE GICQ;17160;;LE GICQ;LE GICQ;45.9355569039,-0.250780805223
